belugabehr,reporter,https://github.com/apache/parquet-java/issues/2406,I_kwDOATt8NM6NJaod,PARQUET-1727
belugabehr,reporter,https://github.com/apache/parquet-java/issues/1577,I_kwDOATt8NM6NJZdY,PARQUET-1728
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2407,I_kwDOATt8NM6NJaoq,PARQUET-1729
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2408,I_kwDOATt8NM6NJaoy,PARQUET-1730
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2409,I_kwDOATt8NM6NJao2,PARQUET-1731
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2410,I_kwDOATt8NM6NJao6,PARQUET-1732
chenjunjiedada,reporter,https://github.com/apache/parquet-java/issues/1578,I_kwDOATt8NM6NJZdc,PARQUET-1733
kiszk,reporter,https://github.com/apache/arrow/issues/42923,I_kwDOAxgDSc6NJYaO,PARQUET-1734
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2411,I_kwDOATt8NM6NJapB,PARQUET-1735
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2412,I_kwDOATt8NM6NJapF,PARQUET-1736
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2413,I_kwDOATt8NM6NJapH,PARQUET-1737
garawalid,reporter,https://github.com/apache/parquet-java/issues/2414,I_kwDOATt8NM6NJapL,PARQUET-1738
wangyum,reporter,https://github.com/apache/parquet-java/issues/2415,I_kwDOATt8NM6NJapQ,PARQUET-1739
wangyum,reporter,https://github.com/apache/parquet-java/issues/2416,I_kwDOATt8NM6NJapX,PARQUET-1740
chenjunjiedada,reporter,https://github.com/apache/parquet-java/issues/2417,I_kwDOATt8NM6NJapf,PARQUET-1741
Fokko,reporter,https://github.com/apache/parquet-java/issues/2418,I_kwDOATt8NM6NJapl,PARQUET-1742
garawalid,reporter,https://github.com/apache/parquet-java/issues/2419,I_kwDOATt8NM6NJapp,PARQUET-1743
wangyum,reporter,https://github.com/apache/parquet-java/issues/2420,I_kwDOATt8NM6NJapx,PARQUET-1744
wangyum,reporter,https://github.com/apache/parquet-java/issues/2421,I_kwDOATt8NM6NJap1,PARQUET-1745
wangyum,reporter,https://github.com/apache/parquet-java/issues/2422,I_kwDOATt8NM6NJap5,PARQUET-1746
gallushi,reporter,https://github.com/apache/arrow/issues/42924,I_kwDOAxgDSc6NJYaU,PARQUET-1747
wangyum,reporter,https://github.com/apache/parquet-java/issues/2423,I_kwDOATt8NM6NJaqC,PARQUET-1748
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2424,I_kwDOATt8NM6NJaqF,PARQUET-1749
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2425,I_kwDOATt8NM6NJaqK,PARQUET-1750
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2426,I_kwDOATt8NM6NJaqO,PARQUET-1751
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2427,I_kwDOATt8NM6NJaqZ,PARQUET-1752
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2428,I_kwDOATt8NM6NJaqd,PARQUET-1753
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2429,I_kwDOATt8NM6NJaqg,PARQUET-1754
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2430,I_kwDOATt8NM6NJaqk,PARQUET-1755
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2431,I_kwDOATt8NM6NJaqn,PARQUET-1756
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2432,I_kwDOATt8NM6NJaqs,PARQUET-1757
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2433,I_kwDOATt8NM6NJaqy,PARQUET-1758
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2434,I_kwDOATt8NM6NJaq4,PARQUET-1759
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2435,I_kwDOATt8NM6NJaq9,PARQUET-1760
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2436,I_kwDOATt8NM6NJaq_,PARQUET-1761
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2437,I_kwDOATt8NM6NJarF,PARQUET-1762
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2438,I_kwDOATt8NM6NJarI,PARQUET-1763
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2439,I_kwDOATt8NM6NJarL,PARQUET-1764
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2440,I_kwDOATt8NM6NJarT,PARQUET-1765
brimzi,reporter,https://github.com/apache/parquet-java/issues/2441,I_kwDOATt8NM6NJarY,PARQUET-1767
brimzi,reporter,https://github.com/apache/parquet-java/issues/2442,I_kwDOATt8NM6NJarc,PARQUET-1768
wesm,reporter,https://github.com/apache/arrow/issues/42925,I_kwDOAxgDSc6NJYaY,PARQUET-1769
pitrou,reporter,https://github.com/apache/arrow/issues/42926,I_kwDOAxgDSc6NJYaa,PARQUET-1770
gawain-bolton,reporter,https://github.com/apache/arrow/issues/42927,I_kwDOAxgDSc6NJYae,PARQUET-1772
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2445,I_kwDOATt8NM6NJarm,PARQUET-1774
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2446,I_kwDOATt8NM6NJarz,PARQUET-1775
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2447,I_kwDOATt8NM6NJar5,PARQUET-1776
julienledem,reporter,https://github.com/apache/parquet-format/issues/378,I_kwDOATt8M86NJGXr,PARQUET-1777
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2448,I_kwDOATt8NM6NJar9,PARQUET-1778
xhochy,reporter,https://github.com/apache/parquet-format/issues/379,I_kwDOATt8M86NJGXy,PARQUET-1779
wesm,reporter,https://github.com/apache/arrow/issues/42928,I_kwDOAxgDSc6NJYam,PARQUET-1780
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2449,I_kwDOATt8NM6NJasA,PARQUET-1782
fjetter,reporter,https://github.com/apache/arrow/issues/42930,I_kwDOAxgDSc6NJYax,PARQUET-1783
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2450,I_kwDOATt8NM6NJasC,PARQUET-1784
martinradev,reporter,https://github.com/apache/arrow/issues/42931,I_kwDOAxgDSc6NJYa5,PARQUET-1785
martinradev,reporter,https://github.com/apache/arrow/issues/42932,I_kwDOAxgDSc6NJYbA,PARQUET-1786
garawalid,reporter,https://github.com/apache/parquet-java/issues/2451,I_kwDOATt8NM6NJasK,PARQUET-1787
emkornfield,reporter,https://github.com/apache/arrow/issues/42933,I_kwDOAxgDSc6NJYbI,PARQUET-1788
iemejia,reporter,https://github.com/apache/parquet-java/issues/2452,I_kwDOATt8NM6NJasO,PARQUET-1789
brimzi,reporter,https://github.com/apache/parquet-java/issues/2453,I_kwDOATt8NM6NJasQ,PARQUET-1790
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2454,I_kwDOATt8NM6NJasX,PARQUET-1791
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2455,I_kwDOATt8NM6NJasa,PARQUET-1792
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2457,I_kwDOATt8NM6NJasn,PARQUET-1794
chenjunjiedada,reporter,https://github.com/apache/parquet-java/issues/2458,I_kwDOATt8NM6NJaso,PARQUET-1795
ryanskraba,reporter,https://github.com/apache/parquet-java/issues/2459,I_kwDOATt8NM6NJasq,PARQUET-1796
fsaintjacques,reporter,https://github.com/apache/arrow/issues/42934,I_kwDOAxgDSc6NJYbM,PARQUET-1797
wesm,reporter,https://github.com/apache/arrow/issues/42935,I_kwDOAxgDSc6NJYbO,PARQUET-1798
gawain-bolton,reporter,https://github.com/apache/arrow/issues/42375,I_kwDOAxgDSc6NJXVE,PARQUET-1799
shangxinli,reporter,https://github.com/apache/parquet-java/issues/1585,I_kwDOATt8NM6NJZeV,PARQUET-1800
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2460,I_kwDOATt8NM6NJasr,PARQUET-1801
chtyim,reporter,https://github.com/apache/parquet-java/issues/2461,I_kwDOATt8NM6NJas2,PARQUET-1802
koiralo,reporter,https://github.com/apache/parquet-java/issues/2462,I_kwDOATt8NM6NJas9,PARQUET-1803
XinDongSh,reporter,https://github.com/apache/parquet-java/issues/2463,I_kwDOATt8NM6NJatA,PARQUET-1804
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2464,I_kwDOATt8NM6NJatC,PARQUET-1805
pitrou,reporter,https://github.com/apache/arrow/issues/42936,I_kwDOAxgDSc6NJYbU,PARQUET-1806
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2465,I_kwDOATt8NM6NJatJ,PARQUET-1807
pitrou,reporter,https://github.com/apache/arrow/issues/42937,I_kwDOAxgDSc6NJYba,PARQUET-1810
gszadovszky,reporter,https://github.com/apache/parquet-site/issues/65,I_kwDODP6T9M6NJF52,PARQUET-1811
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2468,I_kwDOATt8NM6NJatY,PARQUET-1812
pitrou,reporter,https://github.com/apache/arrow/issues/42938,I_kwDOAxgDSc6NJYbi,PARQUET-1813
pitrou,reporter,https://github.com/apache/arrow/issues/42939,I_kwDOAxgDSc6NJYbm,PARQUET-1814
chenjunjiedada,reporter,https://github.com/apache/parquet-java/issues/2469,I_kwDOATt8NM6NJatc,PARQUET-1815
garawalid,reporter,https://github.com/apache/parquet-java/issues/2470,I_kwDOATt8NM6NJatj,PARQUET-1816
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2471,I_kwDOATt8NM6NJatl,PARQUET-1817
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2472,I_kwDOATt8NM6NJatp,PARQUET-1818
pitrou,reporter,https://github.com/apache/arrow/issues/42940,I_kwDOAxgDSc6NJYbq,PARQUET-1819
lidavidm,reporter,https://github.com/apache/arrow/issues/42941,I_kwDOAxgDSc6NJYbx,PARQUET-1820
shangxinli,reporter,https://github.com/apache/parquet-java/issues/1587,I_kwDOATt8NM6NJZel,PARQUET-1821
fsaintjacques,reporter,https://github.com/apache/arrow/issues/42942,I_kwDOAxgDSc6NJYb3,PARQUET-1823
pitrou,reporter,https://github.com/apache/arrow/issues/42943,I_kwDOAxgDSc6NJYb_,PARQUET-1824
xhochy,reporter,https://github.com/apache/arrow/issues/42944,I_kwDOAxgDSc6NJYcC,PARQUET-1825
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2474,I_kwDOATt8NM6NJat4,PARQUET-1826
martinradev,reporter,https://github.com/apache/arrow/issues/42945,I_kwDOAxgDSc6NJYcG,PARQUET-1828
pitrou,reporter,https://github.com/apache/arrow/issues/42946,I_kwDOAxgDSc6NJYcO,PARQUET-1829
FelixKJose,reporter,https://github.com/apache/parquet-java/issues/2476,I_kwDOATt8NM6NJauF,PARQUET-1830
pitrou,reporter,https://github.com/apache/arrow/issues/42947,I_kwDOAxgDSc6NJYcU,PARQUET-1831
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2477,I_kwDOATt8NM6NJauM,PARQUET-1832
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2478,I_kwDOATt8NM6NJauS,PARQUET-1833
andersonm-ibm,reporter,https://github.com/apache/parquet-java/issues/2479,I_kwDOATt8NM6NJauX,PARQUET-1834
pitrou,reporter,https://github.com/apache/arrow/issues/42948,I_kwDOAxgDSc6NJYcg,PARQUET-1835
emkornfield,reporter,https://github.com/apache/arrow/issues/42377,I_kwDOAxgDSc6NJXVT,PARQUET-1837
emkornfield,reporter,https://github.com/apache/arrow/issues/42949,I_kwDOAxgDSc6NJYco,PARQUET-1838
emkornfield,reporter,https://github.com/apache/arrow/issues/42378,I_kwDOAxgDSc6NJXVX,PARQUET-1840
emkornfield,reporter,https://github.com/apache/arrow/issues/42951,I_kwDOAxgDSc6NJYcz,PARQUET-1841
patrickofriel-wk,reporter,https://github.com/apache/parquet-java/issues/2481,I_kwDOATt8NM6NJaua,PARQUET-1842
kiszk,reporter,https://github.com/apache/arrow/issues/42952,I_kwDOAxgDSc6NJYc2,PARQUET-1843
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2482,I_kwDOATt8NM6NJaui,PARQUET-1844
kiszk,reporter,https://github.com/apache/arrow/issues/42953,I_kwDOAxgDSc6NJYc5,PARQUET-1845
wesm,reporter,https://github.com/apache/arrow/issues/42954,I_kwDOAxgDSc6NJYc8,PARQUET-1846
chenjunjiedada,reporter,https://github.com/apache/parquet-java/issues/2483,I_kwDOATt8NM6NJaul,PARQUET-1847
majetideepak,reporter,https://github.com/apache/parquet-java/issues/2484,I_kwDOATt8NM6NJauo,PARQUET-1848
majetideepak,reporter,https://github.com/apache/parquet-java/issues/2485,I_kwDOATt8NM6NJaur,PARQUET-1849
srinivasst,reporter,https://github.com/apache/parquet-java/issues/2486,I_kwDOATt8NM6NJaux,PARQUET-1850
chenjunjiedada,reporter,https://github.com/apache/parquet-java/issues/2487,I_kwDOATt8NM6NJau0,PARQUET-1851
Fokko,reporter,https://github.com/apache/parquet-java/issues/2489,I_kwDOATt8NM6NJavC,PARQUET-1853
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2490,I_kwDOATt8NM6NJavI,PARQUET-1854
fsaintjacques,reporter,https://github.com/apache/arrow/issues/42955,I_kwDOAxgDSc6NJYdD,PARQUET-1855
wesm,reporter,https://github.com/apache/arrow/issues/42379,I_kwDOAxgDSc6NJXVc,PARQUET-1856
wesm,reporter,https://github.com/apache/arrow/issues/42957,I_kwDOAxgDSc6NJYdP,PARQUET-1859
fsaintjacques,reporter,https://github.com/apache/arrow/issues/42958,I_kwDOAxgDSc6NJYdT,PARQUET-1861
Liam8,reporter,https://github.com/apache/parquet-format/issues/380,I_kwDOATt8M86NJGXz,PARQUET-1862
laurentgo,reporter,https://github.com/apache/parquet-java/issues/2492,I_kwDOATt8NM6NJavT,PARQUET-1863
wesm,reporter,https://github.com/apache/parquet-java/issues/1593,I_kwDOATt8NM6NJZfB,PARQUET-1865
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2494,I_kwDOATt8NM6NJavV,PARQUET-1866
fsaintjacques,reporter,https://github.com/apache/arrow/issues/42959,I_kwDOAxgDSc6NJYde,PARQUET-1867
ryanrupp,reporter,https://github.com/apache/parquet-java/issues/2495,I_kwDOATt8NM6NJavY,PARQUET-1868
jorisvandenbossche,reporter,https://github.com/apache/arrow/issues/42960,I_kwDOAxgDSc6NJYdj,PARQUET-1869
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2498,I_kwDOATt8NM6NJavn,PARQUET-1872
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2499,I_kwDOATt8NM6NJavs,PARQUET-1873
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2500,I_kwDOATt8NM6NJavu,PARQUET-1874
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2501,I_kwDOATt8NM6NJavw,PARQUET-1875
shangxinli,reporter,https://github.com/apache/parquet-java/issues/1595,I_kwDOATt8NM6NJZfK,PARQUET-1876
emkornfield,reporter,https://github.com/apache/arrow/issues/42961,I_kwDOAxgDSc6NJYds,PARQUET-1877
maccamlc,reporter,https://github.com/apache/parquet-java/issues/2502,I_kwDOATt8NM6NJavx,PARQUET-1879
ebrard,reporter,https://github.com/apache/parquet-java/issues/2503,I_kwDOATt8NM6NJav6,PARQUET-1880
satishkotha,reporter,https://github.com/apache/parquet-java/issues/2505,I_kwDOATt8NM6NJawD,PARQUET-1883
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2506,I_kwDOATt8NM6NJawJ,PARQUET-1884
XinDongSh,reporter,https://github.com/apache/parquet-java/issues/2508,I_kwDOATt8NM6NJawT,PARQUET-1886
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2510,I_kwDOATt8NM6NJawX,PARQUET-1890
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2511,I_kwDOATt8NM6NJawd,PARQUET-1891
ggershinsky,reporter,https://github.com/apache/parquet-format/issues/284,I_kwDOATt8M86NJGOU,PARQUET-1892
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2512,I_kwDOATt8NM6NJawf,PARQUET-1893
AceHack,reporter,https://github.com/apache/parquet-java/issues/2513,I_kwDOATt8NM6NJawh,PARQUET-1894
patrickofriel-wk,reporter,https://github.com/apache/parquet-java/issues/1597,I_kwDOATt8NM6NJZfW,PARQUET-1895
qinghui-xu,reporter,https://github.com/apache/parquet-java/issues/2514,I_kwDOATt8NM6NJawp,PARQUET-1896
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2515,I_kwDOATt8NM6NJawt,PARQUET-1897
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2516,I_kwDOATt8NM6NJawv,PARQUET-1898
emkornfield,reporter,https://github.com/apache/arrow/issues/42963,I_kwDOAxgDSc6NJYd3,PARQUET-1899
qinghui-xu,reporter,https://github.com/apache/parquet-java/issues/1598,I_kwDOATt8NM6NJZfb,PARQUET-1900
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2517,I_kwDOATt8NM6NJaw6,PARQUET-1901
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/1599,I_kwDOATt8NM6NJZfe,PARQUET-1902
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2518,I_kwDOATt8NM6NJaw_,PARQUET-1903
scober,reporter,https://github.com/apache/arrow/issues/42964,I_kwDOAxgDSc6NJYd5,PARQUET-1904
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2519,I_kwDOATt8NM6NJaxC,PARQUET-1905
akshaybadhe,reporter,https://github.com/apache/arrow/issues/42965,I_kwDOAxgDSc6NJYd_,PARQUET-1906
akshaybadhe,reporter,https://github.com/apache/arrow/issues/42966,I_kwDOAxgDSc6NJYeD,PARQUET-1907
akshaybadhe,reporter,https://github.com/apache/parquet-java/issues/2520,I_kwDOATt8NM6NJaxE,PARQUET-1908
akshaybadhe,reporter,https://github.com/apache/arrow/issues/42967,I_kwDOAxgDSc6NJYeK,PARQUET-1909
grishaw,reporter,https://github.com/apache/parquet-java/issues/1600,I_kwDOATt8NM6NJZfk,PARQUET-1910
panthony,reporter,https://github.com/apache/parquet-java/issues/2521,I_kwDOATt8NM6NJaxL,PARQUET-1911
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2523,I_kwDOATt8NM6NJaxT,PARQUET-1913
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2524,I_kwDOATt8NM6NJaxb,PARQUET-1914
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2525,I_kwDOATt8NM6NJaxd,PARQUET-1915
shangxinli,reporter,https://github.com/apache/parquet-java/issues/1601,I_kwDOATt8NM6NJZfq,PARQUET-1916
dossett,reporter,https://github.com/apache/parquet-java/issues/2526,I_kwDOATt8NM6NJaxf,PARQUET-1917
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2527,I_kwDOATt8NM6NJaxi,PARQUET-1918
SinghAsDev,reporter,https://github.com/apache/parquet-java/issues/2529,I_kwDOATt8NM6NJaxq,PARQUET-1920
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2530,I_kwDOATt8NM6NJaxs,PARQUET-1921
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2531,I_kwDOATt8NM6NJaxv,PARQUET-1922
bayandin,reporter,https://github.com/apache/parquet-java/issues/2532,I_kwDOATt8NM6NJax0,PARQUET-1923
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2533,I_kwDOATt8NM6NJax3,PARQUET-1924
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2534,I_kwDOATt8NM6NJax8,PARQUET-1925
jmartone,reporter,https://github.com/apache/parquet-java/issues/2535,I_kwDOATt8NM6NJayA,PARQUET-1926
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2536,I_kwDOATt8NM6NJayK,PARQUET-1927
anantdamle,reporter,https://github.com/apache/parquet-java/issues/2537,I_kwDOATt8NM6NJayQ,PARQUET-1928
Fokko,reporter,https://github.com/apache/parquet-java/issues/2538,I_kwDOATt8NM6NJayU,PARQUET-1929
Fokko,reporter,https://github.com/apache/parquet-format/issues/382,I_kwDOATt8M86NJGYC,PARQUET-1930
Fokko,reporter,https://github.com/apache/parquet-java/issues/2539,I_kwDOATt8NM6NJayZ,PARQUET-1931
Fokko,reporter,https://github.com/apache/parquet-java/issues/2540,I_kwDOATt8NM6NJayb,PARQUET-1932
emkornfield,reporter,https://github.com/apache/parquet-format/issues/383,I_kwDOATt8M86NJGYI,PARQUET-1933
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2541,I_kwDOATt8NM6NJayg,PARQUET-1934
GPSnoopy,reporter,https://github.com/apache/arrow/issues/42968,I_kwDOAxgDSc6NJYeR,PARQUET-1935
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2543,I_kwDOATt8NM6NJayo,PARQUET-1938
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2544,I_kwDOATt8NM6NJayt,PARQUET-1939
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2545,I_kwDOATt8NM6NJayw,PARQUET-1940
Fokko,reporter,https://github.com/apache/parquet-java/issues/1605,I_kwDOATt8NM6NJZf-,PARQUET-1941
Fokko,reporter,https://github.com/apache/parquet-java/issues/2546,I_kwDOATt8NM6NJay3,PARQUET-1942
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2548,I_kwDOATt8NM6NJazA,PARQUET-1944
daijyc,reporter,https://github.com/apache/parquet-java/issues/2551,I_kwDOATt8NM6NJazO,PARQUET-1947
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2553,I_kwDOATt8NM6NJazY,PARQUET-1949
gszadovszky,reporter,https://github.com/apache/parquet-format/issues/384,I_kwDOATt8M86NJGYO,PARQUET-1950
satishkotha,reporter,https://github.com/apache/parquet-java/issues/2554,I_kwDOATt8NM6NJaza,PARQUET-1951
wangyum,reporter,https://github.com/apache/parquet-java/issues/2555,I_kwDOATt8NM6NJaze,PARQUET-1952
Fokko,reporter,https://github.com/apache/parquet-java/issues/2561,I_kwDOATt8NM6NJazv,PARQUET-1961
daijyc,reporter,https://github.com/apache/parquet-java/issues/1609,I_kwDOATt8NM6NJZgK,PARQUET-1963
wangyum,reporter,https://github.com/apache/parquet-java/issues/2563,I_kwDOATt8NM6NJaz2,PARQUET-1964
LuciferYang,reporter,https://github.com/apache/parquet-java/issues/2564,I_kwDOATt8NM6NJaz6,PARQUET-1965
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2565,I_kwDOATt8NM6NJaz7,PARQUET-1966
dongjoon-hyun,reporter,https://github.com/apache/parquet-java/issues/2566,I_kwDOATt8NM6NJaz_,PARQUET-1967
wangyum,reporter,https://github.com/apache/parquet-java/issues/1610,I_kwDOATt8NM6NJZgP,PARQUET-1968
wangyum,reporter,https://github.com/apache/parquet-java/issues/2567,I_kwDOATt8NM6NJa0B,PARQUET-1969
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2568,I_kwDOATt8NM6NJa0H,PARQUET-1970
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2569,I_kwDOATt8NM6NJa0J,PARQUET-1971
jorisvandenbossche,reporter,https://github.com/apache/arrow/issues/42972,I_kwDOAxgDSc6NJYel,PARQUET-1972
dongjoon-hyun,reporter,https://github.com/apache/parquet-java/issues/2570,I_kwDOATt8NM6NJa0O,PARQUET-1973
martin-g,reporter,https://github.com/apache/parquet-java/issues/2572,I_kwDOATt8NM6NJa0W,PARQUET-1975
martin-g,reporter,https://github.com/apache/parquet-java/issues/2573,I_kwDOATt8NM6NJa0Z,PARQUET-1976
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2574,I_kwDOATt8NM6NJa0c,PARQUET-1977
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2575,I_kwDOATt8NM6NJa0i,PARQUET-1978
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2576,I_kwDOATt8NM6NJa0n,PARQUET-1979
martin-g,reporter,https://github.com/apache/parquet-format/issues/385,I_kwDOATt8M86NJGYR,PARQUET-1980
csringhofer,reporter,https://github.com/apache/parquet-format/issues/285,I_kwDOATt8M86NJGOW,PARQUET-1981
fschmalzel,reporter,https://github.com/apache/parquet-java/issues/2577,I_kwDOATt8NM6NJa0q,PARQUET-1982
fschmalzel,reporter,https://github.com/apache/parquet-java/issues/2578,I_kwDOATt8NM6NJa0z,PARQUET-1983
fschmalzel,reporter,https://github.com/apache/parquet-java/issues/2579,I_kwDOATt8NM6NJa00,PARQUET-1984
gszadovszky,reporter,https://github.com/apache/parquet-testing/issues/51,I_kwDOCKC9186NJFp-,PARQUET-1985
dongjoon-hyun,reporter,https://github.com/apache/parquet-java/issues/2582,I_kwDOATt8NM6NJa1I,PARQUET-1988
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2583,I_kwDOATt8NM6NJa1N,PARQUET-1989
emkornfield,reporter,https://github.com/apache/arrow/issues/42973,I_kwDOAxgDSc6NJYeo,PARQUET-1990
emkornfield,reporter,https://github.com/apache/parquet-format/issues/386,I_kwDOATt8M86NJGYY,PARQUET-1991
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2584,I_kwDOATt8NM6NJa1P,PARQUET-1992
lidavidm,reporter,https://github.com/apache/arrow/issues/42974,I_kwDOAxgDSc6NJYeu,PARQUET-1993
dongjoon-hyun,reporter,https://github.com/apache/parquet-java/issues/2585,I_kwDOATt8NM6NJa1V,PARQUET-1994
thamht4190,reporter,https://github.com/apache/parquet-java/issues/2586,I_kwDOATt8NM6NJa1a,PARQUET-1995
pitrou,reporter,https://github.com/apache/parquet-format/issues/387,I_kwDOATt8M86NJGYb,PARQUET-1996
pitrou,reporter,https://github.com/apache/arrow/issues/42975,I_kwDOAxgDSc6NJYe1,PARQUET-1997
pitrou,reporter,https://github.com/apache/arrow/issues/42976,I_kwDOAxgDSc6NJYe6,PARQUET-1998
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/1614,I_kwDOATt8NM6NJZgi,PARQUET-1999
ryanskraba,reporter,https://github.com/apache/parquet-java/issues/2588,I_kwDOATt8NM6NJa1n,PARQUET-2001
emkornfield,reporter,https://github.com/apache/parquet-java/issues/1615,I_kwDOATt8NM6NJZgk,PARQUET-2003
iemejia,reporter,https://github.com/apache/parquet-java/issues/1616,I_kwDOATt8NM6NJZgm,PARQUET-2004
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2590,I_kwDOATt8NM6NJa1s,PARQUET-2005
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2591,I_kwDOATt8NM6NJa1x,PARQUET-2006
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/1617,I_kwDOATt8NM6NJZgr,PARQUET-2007
pitrou,reporter,https://github.com/apache/arrow/issues/42977,I_kwDOAxgDSc6NJYfB,PARQUET-2008
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2592,I_kwDOATt8NM6NJa1z,PARQUET-2009
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/1618,I_kwDOATt8NM6NJZgs,PARQUET-2010
tanuja5,reporter,https://github.com/apache/parquet-format/issues/388,I_kwDOATt8M86NJGYj,PARQUET-2011
dossett,reporter,https://github.com/apache/parquet-java/issues/2593,I_kwDOATt8NM6NJa14,PARQUET-2012
pitrou,reporter,https://github.com/apache/parquet-format/issues/389,I_kwDOATt8M86NJGYr,PARQUET-2013
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2594,I_kwDOATt8NM6NJa17,PARQUET-2014
pitrou,reporter,https://github.com/apache/parquet-format/issues/390,I_kwDOATt8M86NJGYz,PARQUET-2015
gszadovszky,reporter,https://github.com/apache/parquet-format/issues/391,I_kwDOATt8M86NJGY1,PARQUET-2016
